Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,Fence,SalePrice_log,SalePrice,HasGasHeating,Electrical_combined,GarageType_combined,GarageQual_combined,SaleType_combined,HasPavedDrive,SaleCond_combined,HasCentralAir
1344,5,4,2,2,2,5,4,8,4,4,4,1,11.95655303,155835,1,1,1,3,2,1,0,1
1345,4,4,2,6,2,4,2,8,1,2,4,1,11.59450545,108500,1,2,2,3,1,1,1,1
1346,4,4,2,5,4,3,3,8,5,3,4,1,12.47800636,262500,1,1,1,2,1,1,1,1
1347,6,4,5,7,2,5,4,8,5,4,4,1,12.55483688,283463,1,1,1,3,2,1,0,1
1348,5,4,5,7,2,5,4,8,3,3,4,1,12.27839331,215000,1,1,1,3,1,1,1,1
1349,4,3,2,3,2,2,3,8,1,1,1,1,11.71177632,122000,0,1,0,1,1,1,1,0
1350,4,4,2,3,2,3,3,8,1,2,4,1,12.20607265,200000,1,1,2,3,1,1,1,1
1351,4,4,2,4,2,5,3,8,5,4,4,1,12.04941884,171000,1,1,1,3,1,1,1,1
1352,4,4,2,2,2,3,3,8,1,2,4,1,11.81228904,134900,1,1,2,3,1,0,1,1
1353,5,4,4,7,2,5,4,8,6,4,4,1,12.92391244,410000,1,1,1,3,1,1,1,1
1354,5,4,2,7,2,5,4,8,4,3,4,1,12.36734079,235000,1,1,1,3,1,1,1,1
1355,4,4,2,2,2,4,4,8,4,3,4,5,12.04355372,170000,1,1,1,3,1,1,1,1
1356,4,4,2,4,2,3,3,8,1,3,4,3,11.60823564,110000,1,1,1,3,1,1,1,1
1357,4,4,2,7,2,5,3,8,3,4,4,1,11.91772368,149900,1,1,1,3,1,1,1,1
1358,5,4,2,7,2,5,4,8,1,2,4,1,12.08672589,177500,1,1,2,3,1,1,1,1
1359,6,4,4,7,2,5,5,8,5,4,4,1,12.66032792,315000,1,1,1,3,1,1,1,1
1360,4,3,2,2,2,5,3,8,1,3,4,1,12.14950229,189000,1,1,3,3,1,1,1,1
1361,6,4,4,6,2,5,4,8,5,4,4,1,12.46843691,260000,1,1,1,3,1,1,1,1
1362,4,3,2,2,2,4,3,8,5,2,4,1,11.56076279,104900,1,1,1,3,1,1,1,1
1363,5,4,2,2,2,5,4,8,5,4,4,1,11.96356787,156932,1,1,3,3,2,1,0,1
1364,5,4,2,2,2,5,4,8,1,3,4,1,11.87862358,144152,1,1,2,3,1,1,0,1
1365,5,4,2,7,2,5,4,8,1,3,4,1,12.28303369,216000,1,1,1,3,1,1,1,1
1366,5,4,2,7,2,5,4,8,1,3,4,1,12.17044547,193000,1,1,1,3,1,1,0,1
1367,4,4,2,6,4,5,3,8,4,3,4,1,11.75194237,127000,1,1,1,3,1,1,1,1
1368,5,4,4,7,2,5,4,8,1,4,4,1,11.87756858,144000,1,1,1,3,1,1,1,1
1369,5,4,4,5,7,5,4,8,4,4,4,1,12.35449265,232000,1,1,1,3,1,1,1,1
1370,4,4,2,6,4,5,3,8,1,4,4,1,11.56171563,105000,1,1,2,3,1,1,1,1
1371,4,4,4,5,2,4,4,8,4,3,4,4,12.01672647,165500,1,1,3,3,1,1,1,1
1372,5,4,4,7,2,5,4,8,4,3,4,1,12.52197768,274300,1,1,2,3,1,1,1,1
1373,6,4,5,7,2,5,5,8,5,3,4,1,13.0530133,466500,1,1,1,3,1,1,1,1
1374,5,4,2,2,2,5,4,8,5,4,4,1,12.4292162,250000,1,1,1,3,1,1,1,1
1375,5,4,5,2,2,5,4,8,5,4,4,1,12.38421883,239000,1,1,1,3,2,1,0,1
1376,5,4,3,4,2,3,3,8,1,2,4,1,11.41861479,91000,1,1,2,2,1,1,1,0
1377,4,4,2,3,5,5,3,6,1,2,4,1,11.66992921,117000,1,1,2,3,1,1,1,1
1378,4,3,2,5,2,3,3,8,1,2,4,1,11.32659589,83000,1,1,2,3,1,1,1,1
1379,5,4,2,2,2,4,4,8,1,4,4,1,12.02873863,167500,1,1,3,3,1,1,1,1
1380,4,3,2,4,2,3,3,8,1,2,3,1,10.97678203,58500,1,0,2,3,1,1,1,0
1381,4,4,3,5,2,5,3,8,5,4,4,1,12.3779229,237500,1,1,1,3,1,1,1,1
1382,3,4,2,2,2,5,4,8,1,2,4,1,11.96400108,157000,1,1,2,3,1,0,1,1
1383,4,4,2,2,2,5,4,8,1,2,4,1,11.62625415,112000,1,1,1,3,1,0,1,1
1384,4,4,3,4,2,3,3,8,1,2,4,4,11.56171563,105000,1,1,2,3,1,0,1,1
1385,4,4,2,5,2,4,4,8,1,2,4,4,11.74006104,125500,1,1,2,3,1,0,1,1
1386,5,4,2,5,3,3,4,8,4,3,4,4,12.4292162,250000,1,1,1,3,1,1,1,1
1387,4,4,2,4,3,3,4,8,5,2,4,3,11.82041016,136000,1,1,2,3,0,1,0,0
1388,6,4,5,7,2,5,5,8,5,4,4,1,12.84132585,377500,1,1,1,3,1,1,1,1
1389,4,5,2,6,2,5,3,8,5,2,4,1,11.7829526,131000,1,1,2,3,1,1,1,1
1390,5,4,4,7,2,5,4,8,1,3,4,1,12.36734079,235000,1,1,1,3,1,1,1,1
1391,4,4,2,2,2,3,3,5,1,2,4,1,11.72803684,124000,1,1,2,3,1,1,1,1
1392,4,4,4,6,2,3,3,8,2,3,4,2,11.71993963,123000,1,1,1,3,1,1,1,1
1393,3,4,2,2,2,5,3,8,4,2,4,1,12.00150548,163000,1,1,2,2,1,1,1,0
1394,5,4,4,7,2,5,4,8,5,4,4,1,12.41543365,246578,1,1,1,3,2,1,0,1
1395,5,5,5,2,2,5,4,8,5,4,4,1,12.54686767,281213,1,1,3,3,1,1,1,1
1396,4,4,4,5,4,3,3,7,4,2,4,1,11.98292909,160000,1,1,2,3,1,0,1,1
1397,4,4,3,2,2,5,3,8,1,2,3,1,11.8313792,137500,1,1,2,2,1,0,1,1
1398,4,4,2,4,5,4,3,7,1,2,4,5,11.83500896,138000,1,2,1,3,1,1,1,1
1399,4,4,2,5,2,5,4,8,5,2,4,4,11.83101549,137450,1,1,2,2,1,1,1,1
1400,4,4,2,2,2,3,3,8,5,3,4,1,11.69524702,120000,1,1,3,3,1,1,1,1
1401,4,4,2,7,2,5,3,8,4,4,4,1,12.17044547,193000,1,1,1,3,1,1,1,1
1402,5,5,4,2,2,5,4,8,5,3,4,1,12.17498953,193879,1,1,1,3,2,1,0,1
1403,5,4,5,7,2,5,4,8,1,2,4,1,12.55292652,282922,1,1,1,3,1,1,1,1
1404,4,4,2,2,2,3,3,8,1,2,4,4,11.56171563,105000,1,1,2,3,1,1,0,1
1405,6,4,5,7,2,5,4,8,5,4,4,1,12.52452638,275000,1,1,1,3,1,1,1,1
1406,5,4,4,7,2,3,3,8,1,2,4,4,11.79810441,133000,1,1,2,3,1,1,1,1
1407,4,4,2,6,2,5,3,8,1,1,1,4,11.62625415,112000,1,1,0,1,1,1,1,1
1408,3,4,2,2,2,4,3,8,1,2,4,1,11.74006104,125500,1,1,2,3,1,1,1,1
1409,5,4,2,2,2,4,3,8,4,4,4,4,12.27839331,215000,1,1,1,3,1,1,1,1
1410,5,4,2,7,2,5,4,8,1,3,4,1,12.34583459,230000,1,1,1,3,1,1,1,1
1411,4,4,2,5,2,5,3,6,1,2,4,4,11.8493977,140000,1,1,1,3,1,1,1,1
1412,1,1,1,1,1,2,3,8,1,2,4,1,11.40756495,90000,0,0,2,3,1,1,1,0
1413,5,5,2,7,2,5,4,8,5,4,4,1,12.45683136,257000,1,1,1,3,0,1,0,1
1414,4,4,2,2,2,4,4,8,5,2,4,1,12.24047407,207000,1,1,2,3,1,0,1,1
1415,5,4,2,6,2,5,4,8,4,3,4,1,12.07767093,175900,1,1,1,3,1,1,1,1
1416,4,4,2,2,2,4,3,8,1,2,4,1,11.71586631,122500,1,1,2,3,1,0,1,1
1417,5,4,3,7,2,5,4,8,4,4,4,1,12.7367009,340000,1,1,1,3,1,1,1,1
1418,4,4,2,5,4,3,3,8,1,2,4,1,11.72803684,124000,1,1,2,3,0,1,1,1
1419,4,4,4,4,2,4,4,8,4,3,4,1,12.31492705,223000,1,1,1,3,1,1,1,1
1420,4,4,2,6,2,4,3,8,4,3,4,1,12.10015642,179900,1,1,1,3,1,1,1,1
1421,5,4,2,6,2,3,3,8,3,3,4,1,11.75587164,127500,1,1,1,3,1,1,1,1
1422,5,4,4,7,2,5,4,8,1,4,4,1,11.82407989,136500,1,1,1,3,1,1,1,1
1423,5,4,4,2,2,3,4,8,5,2,5,5,12.52441728,274970,1,1,1,2,1,1,0,1
1424,4,4,2,6,4,3,3,7,4,2,4,3,11.87756858,144000,1,1,2,3,1,1,1,1
1425,4,4,2,2,2,5,4,8,1,2,4,1,11.86358234,142000,1,1,2,3,1,1,1,1
1426,5,4,2,7,2,5,4,8,4,3,4,1,12.5098741,271000,1,1,1,3,1,1,1,1
1427,4,4,2,5,2,3,3,8,4,2,4,1,11.8493977,140000,1,2,1,3,1,1,1,1
1428,4,4,2,5,2,3,4,8,5,2,4,4,11.68687877,119000,1,1,1,3,1,1,0,1
1429,5,4,2,5,2,5,4,8,4,4,4,1,12.11669483,182900,1,1,1,3,1,1,1,1
1430,5,5,4,2,2,5,3,8,5,4,4,1,12.16597955,192140,1,1,3,3,1,1,1,1
1431,5,4,2,3,2,3,3,8,1,3,4,1,11.87583096,143750,1,1,1,3,1,1,1,1
1432,4,4,2,2,2,3,3,8,1,2,3,1,11.0744205,64500,1,1,2,2,1,1,1,1
1433,5,4,2,2,2,5,3,8,4,4,4,1,12.13618652,186500,1,1,1,3,1,1,1,1
1434,4,4,2,6,2,2,3,8,5,3,4,1,11.98292909,160000,1,1,1,3,1,0,1,1
1435,4,4,2,2,2,3,4,8,5,3,4,5,12.06681058,174000,1,1,1,3,0,1,0,1
1436,4,4,2,6,2,3,3,8,1,2,4,3,11.69940503,120500,1,1,2,3,1,1,1,1
1437,6,4,4,7,2,5,5,8,5,4,4,1,12.88567095,394617,1,1,1,3,2,1,0,1
1438,4,4,2,7,2,3,3,8,1,2,4,4,11.91638857,149700,1,2,1,3,1,1,1,1
1439,4,4,2,7,4,3,3,8,4,3,4,1,12.19095901,197000,1,1,1,3,1,1,1,1
1440,6,4,2,2,2,2,3,7,5,4,4,1,12.16002871,191000,1,1,2,3,1,1,1,1
1441,5,4,4,7,2,5,4,8,4,3,4,1,11.91371298,149300,1,1,1,3,1,1,1,1
1442,6,4,4,7,2,5,5,8,6,4,4,1,12.64432758,310000,1,1,1,3,1,1,1,1
1443,4,4,2,2,2,2,2,8,5,2,2,1,11.70354582,121000,0,0,2,2,1,0,1,0
1444,5,4,4,2,2,5,4,8,1,3,4,1,12.09848743,179600,1,1,1,3,1,1,1,1
1445,4,4,5,3,4,4,3,8,1,2,4,1,11.76756768,129000,1,1,2,3,1,1,1,1
1446,4,4,2,4,2,3,3,8,1,2,4,1,11.9697172,157900,1,1,1,3,1,0,1,1
1447,5,4,2,7,2,5,4,8,4,3,4,1,12.3883942,240000,1,1,1,3,1,1,1,1
1448,3,4,2,2,2,4,3,6,1,2,4,3,11.62625415,112000,1,1,2,2,1,1,1,0
1449,5,4,4,7,2,5,5,8,1,1,1,1,11.42954386,92000,1,1,0,1,1,1,0,1
1450,5,4,2,2,2,3,3,8,1,1,1,1,11.82041016,136000,1,1,0,1,1,1,1,1
1451,5,4,2,2,2,5,5,8,5,4,4,1,12.56755103,287090,1,1,1,3,2,1,0,1
1452,5,4,5,7,2,4,3,8,1,4,4,1,11.88448902,145000,1,1,0,3,1,1,1,1
1453,5,4,2,2,2,5,3,8,1,1,1,1,11.34450681,84500,1,1,0,1,1,1,0,1
1454,5,4,2,7,2,5,4,8,1,3,4,1,12.1281111,185000,1,1,1,3,1,1,1,1
1455,5,4,2,2,2,5,3,8,4,3,4,1,12.07254125,175000,1,1,1,3,1,1,1,1
1456,5,4,2,6,4,3,3,7,4,2,4,4,12.25486281,210000,1,1,1,3,1,1,1,1
1457,4,5,2,7,2,5,4,8,5,3,4,5,12.49312952,266500,1,1,1,3,1,1,1,1
1458,4,4,3,7,4,4,4,8,1,2,4,1,11.86446223,142125,1,2,1,3,1,1,1,1
1459,4,4,2,5,3,4,3,8,1,4,4,1,11.90158345,147500,1,1,1,3,1,1,1,1
